reporting_level,province/territory,region,indicator,metric,data_year,unit_of_measurement,indicator_result,unnamed:_8,unnamed:_9,unnamed:_10,unnamed:_11,unnamed:_12,unnamed:_13,unnamed:_14,unnamed:_15,unnamed:_16,unnamed:_17,unnamed:_18,unnamed:_19,unnamed:_20,unnamed:_21,unnamed:_22,unnamed:_23,unnamed:_24,unnamed:_25,unnamed:_26,unnamed:_27
Provincial,Manitoba,,Knee Replacement,% meeting benchmark,,Proportion,40.0,,,,,,,,,,,,,,,,,,,,
Provincial,Manitoba,,Knee Replacement,50th percentile,,Days,234.0,,,,,,,,,,,,,,,,,,,,
Provincial,Manitoba,,Knee Replacement,90th percentile,,Days,636.0,,,,,,,,,,,,,,,,,,,,
Provincial,Manitoba,,Knee Replacement,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Manitoba,,Lung Cancer Surgery,50th percentile,,Days,19.0,,,,,,,,,,,,,,,,,,,,
Provincial,Manitoba,,Lung Cancer Surgery,90th percentile,,Days,58.0,,,,,,,,,,,,,,,,,,,,
Provincial,Manitoba,,Lung Cancer Surgery,Volume,,Number of cases,161.0,,,,,,,,,,,,,,,,,,,,
Provincial,Manitoba,,MRI Scan,50th percentile,,Days,134.0,,,,,,,,,,,,,,,,,,,,
Provincial,Manitoba,,MRI Scan,90th percentile,,Days,233.0,,,,,,,,,,,,,,,,,,,,
Provincial,Manitoba,,MRI Scan,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Manitoba,,Prostate Cancer Surgery,50th percentile,,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Manitoba,,Prostate Cancer Surgery,90th percentile,,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Manitoba,,Prostate Cancer Surgery,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Manitoba,,Radiation Therapy,% meeting benchmark,,Proportion,100.0,,,,,,,,,,,,,,,,,,,,
Provincial,Manitoba,,Radiation Therapy,50th percentile,,Days,15.0,,,,,,,,,,,,,,,,,,,,
Provincial,Manitoba,,Radiation Therapy,90th percentile,,Days,24.0,,,,,,,,,,,,,,,,,,,,
Provincial,Manitoba,,Radiation Therapy,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,New Brunswick,,Bladder Cancer Surgery,50th percentile,,Days,25.0,,,,,,,,,,,,,,,,,,,,
Provincial,New Brunswick,,Bladder Cancer Surgery,90th percentile,,Days,52.0,,,,,,,,,,,,,,,,,,,,
Provincial,New Brunswick,,Bladder Cancer Surgery,Volume,,Number of cases,285.0,,,,,,,,,,,,,,,,,,,,
Provincial,New Brunswick,,Breast Cancer Surgery,50th percentile,,Days,24.0,,,,,,,,,,,,,,,,,,,,
Provincial,New Brunswick,,Breast Cancer Surgery,90th percentile,,Days,49.0,,,,,,,,,,,,,,,,,,,,
Provincial,New Brunswick,,Breast Cancer Surgery,Volume,,Number of cases,439.0,,,,,,,,,,,,,,,,,,,,
Provincial,New Brunswick,,CABG,50th percentile,,Days,10.0,,,,,,,,,,,,,,,,,,,,
Provincial,New Brunswick,,CABG,90th percentile,,Days,133.0,,,,,,,,,,,,,,,,,,,,
Provincial,New Brunswick,,CABG,Volume,,Number of cases,229.0,,,,,,,,,,,,,,,,,,,,
Provincial,New Brunswick,,Cataract Surgery,% meeting benchmark,,Proportion,58.0,,,,,,,,,,,,,,,,,,,,
Provincial,New Brunswick,,Cataract Surgery,50th percentile,,Days,79.0,,,,,,,,,,,,,,,,,,,,
Provincial,New Brunswick,,Cataract Surgery,90th percentile,,Days,350.0,,,,,,,,,,,,,,,,,,,,
Provincial,New Brunswick,,Cataract Surgery,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,New Brunswick,,Colorectal Cancer Surgery,50th percentile,,Days,25.0,,,,,,,,,,,,,,,,,,,,
Provincial,New Brunswick,,Colorectal Cancer Surgery,90th percentile,,Days,64.0,,,,,,,,,,,,,,,,,,,,
Provincial,New Brunswick,,Colorectal Cancer Surgery,Volume,,Number of cases,227.0,,,,,,,,,,,,,,,,,,,,
Provincial,New Brunswick,,CT Scan,50th percentile,,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,New Brunswick,,CT Scan,90th percentile,,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,New Brunswick,,CT Scan,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,New Brunswick,,Hip Replacement,% meeting benchmark,,Proportion,35.0,,,,,,,,,,,,,,,,,,,,
Provincial,New Brunswick,,Hip Replacement,50th percentile,,Days,279.0,,,,,,,,,,,,,,,,,,,,
Provincial,New Brunswick,,Hip Replacement,90th percentile,,Days,511.0,,,,,,,,,,,,,,,,,,,,
Provincial,New Brunswick,,Hip Replacement,Volume,,Number of cases,713.0,,,,,,,,,,,,,,,,,,,,
Provincial,New Brunswick,,Knee Replacement,% meeting benchmark,,Proportion,27.0,,,,,,,,,,,,,,,,,,,,
Provincial,New Brunswick,,Knee Replacement,50th percentile,,Days,315.0,,,,,,,,,,,,,,,,,,,,
Provincial,New Brunswick,,Knee Replacement,90th percentile,,Days,610.0,,,,,,,,,,,,,,,,,,,,
Provincial,New Brunswick,,Knee Replacement,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,New Brunswick,,Lung Cancer Surgery,50th percentile,,Days,35.0,,,,,,,,,,,,,,,,,,,,
Provincial,New Brunswick,,Lung Cancer Surgery,90th percentile,,Days,68.0,,,,,,,,,,,,,,,,,,,,
Provincial,New Brunswick,,Lung Cancer Surgery,Volume,,Number of cases,86.0,,,,,,,,,,,,,,,,,,,,
Provincial,New Brunswick,,MRI Scan,50th percentile,,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,New Brunswick,,MRI Scan,90th percentile,,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,New Brunswick,,MRI Scan,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,New Brunswick,,Prostate Cancer Surgery,50th percentile,,Days,45.0,,,,,,,,,,,,,,,,,,,,
Provincial,New Brunswick,,Prostate Cancer Surgery,90th percentile,,Days,101.0,,,,,,,,,,,,,,,,,,,,
Provincial,New Brunswick,,Prostate Cancer Surgery,Volume,,Number of cases,91.0,,,,,,,,,,,,,,,,,,,,
Provincial,New Brunswick,,Radiation Therapy,% meeting benchmark,,Proportion,95.0,,,,,,,,,,,,,,,,,,,,
Provincial,New Brunswick,,Radiation Therapy,50th percentile,,Days,12.0,,,,,,,,,,,,,,,,,,,,
Provincial,New Brunswick,,Radiation Therapy,90th percentile,,Days,25.0,,,,,,,,,,,,,,,,,,,,
Provincial,New Brunswick,,Radiation Therapy,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Bladder Cancer Surgery,50th percentile,,Days,24.0,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Bladder Cancer Surgery,90th percentile,,Days,51.0,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Bladder Cancer Surgery,Volume,,Number of cases,105.0,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Breast Cancer Surgery,50th percentile,,Days,21.0,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Breast Cancer Surgery,90th percentile,,Days,41.0,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Breast Cancer Surgery,Volume,,Number of cases,210.0,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,CABG,50th percentile,,Days,14.0,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,CABG,90th percentile,,Days,168.0,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,CABG,Volume,,Number of cases,200.0,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Cataract Surgery,% meeting benchmark,,Proportion,34.0,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Cataract Surgery,50th percentile,,Days,154.0,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Cataract Surgery,90th percentile,,Days,493.0,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Cataract Surgery,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Colorectal Cancer Surgery,50th percentile,,Days,18.0,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Colorectal Cancer Surgery,90th percentile,,Days,43.0,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Colorectal Cancer Surgery,Volume,,Number of cases,157.0,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,CT Scan,50th percentile,,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,CT Scan,90th percentile,,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,CT Scan,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Hip Fracture Repair/Emergency and Inpatient,% meeting benchmark,,Proportion,96.0,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Hip Fracture Repair/Emergency and Inpatient,50th percentile,,Hours,22.0,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Hip Fracture Repair/Emergency and Inpatient,90th percentile,,Hours,44.0,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Hip Fracture Repair/Emergency and Inpatient,Volume,,Number of cases,192.0,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Hip Replacement,% meeting benchmark,,Proportion,43.0,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Hip Replacement,50th percentile,,Days,205.0,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Hip Replacement,90th percentile,,Days,573.0,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Hip Replacement,Volume,,Number of cases,280.0,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Knee Replacement,% meeting benchmark,,Proportion,36.0,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Knee Replacement,50th percentile,,Days,258.0,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Knee Replacement,90th percentile,,Days,629.0,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Knee Replacement,Volume,,Number of cases,390.0,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Lung Cancer Surgery,50th percentile,,Days,15.0,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Lung Cancer Surgery,90th percentile,,Days,33.0,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Lung Cancer Surgery,Volume,,Number of cases,20.0,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,MRI Scan,50th percentile,,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,MRI Scan,90th percentile,,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,MRI Scan,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Prostate Cancer Surgery,50th percentile,,Days,38.0,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Prostate Cancer Surgery,90th percentile,,Days,68.0,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Prostate Cancer Surgery,Volume,,Number of cases,77.0,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Radiation Therapy,% meeting benchmark,,Proportion,65.0,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Radiation Therapy,50th percentile,,Days,26.0,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Radiation Therapy,90th percentile,,Days,42.0,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Radiation Therapy,Volume,,Number of cases,492.0,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Bladder Cancer Surgery,50th percentile,,Days,33.0,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Bladder Cancer Surgery,90th percentile,,Days,119.0,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Bladder Cancer Surgery,Volume,,Number of cases,438.0,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Breast Cancer Surgery,50th percentile,,Days,22.0,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Breast Cancer Surgery,90th percentile,,Days,48.0,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Breast Cancer Surgery,Volume,,Number of cases,509.0,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,CABG,50th percentile,,Days,7.0,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,CABG,90th percentile,,Days,85.0,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,CABG,Volume,,Number of cases,165.0,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Cataract Surgery,% meeting benchmark,,Proportion,65.0,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Cataract Surgery,50th percentile,,Days,73.0,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Cataract Surgery,90th percentile,,Days,271.0,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Cataract Surgery,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Colorectal Cancer Surgery,50th percentile,,Days,27.0,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Colorectal Cancer Surgery,90th percentile,,Days,57.0,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Colorectal Cancer Surgery,Volume,,Number of cases,229.0,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,CT Scan,50th percentile,,Days,47.0,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,CT Scan,90th percentile,,Days,179.0,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,CT Scan,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Hip Replacement,% meeting benchmark,,Proportion,53.0,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Hip Replacement,50th percentile,,Days,166.0,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Hip Replacement,90th percentile,,Days,643.0,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Hip Replacement,Volume,,Number of cases,841.0,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Knee Replacement,% meeting benchmark,,Proportion,43.0,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Knee Replacement,50th percentile,,Days,228.0,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Knee Replacement,90th percentile,,Days,694.0,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Knee Replacement,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Lung Cancer Surgery,50th percentile,,Days,26.0,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Lung Cancer Surgery,90th percentile,,Days,69.0,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Lung Cancer Surgery,Volume,,Number of cases,190.0,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,MRI Scan,50th percentile,,Days,75.0,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,MRI Scan,90th percentile,,Days,321.0,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,MRI Scan,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Prostate Cancer Surgery,50th percentile,,Days,141.0,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Prostate Cancer Surgery,90th percentile,,Days,200.0,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Prostate Cancer Surgery,Volume,,Number of cases,122.0,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Radiation Therapy,% meeting benchmark,,Proportion,,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Radiation Therapy,50th percentile,,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Radiation Therapy,90th percentile,,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Radiation Therapy,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Bladder Cancer Surgery,50th percentile,,Days,27.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Bladder Cancer Surgery,90th percentile,,Days,70.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Bladder Cancer Surgery,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Breast Cancer Surgery,50th percentile,,Days,20.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Breast Cancer Surgery,90th percentile,,Days,43.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Breast Cancer Surgery,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,CABG,50th percentile,,Days,9.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,CABG,90th percentile,,Days,81.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,CABG,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Cataract Surgery,% meeting benchmark,,Proportion,63.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Cataract Surgery,50th percentile,,Days,74.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Cataract Surgery,90th percentile,,Days,302.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Cataract Surgery,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Colorectal Cancer Surgery,50th percentile,,Days,21.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Colorectal Cancer Surgery,90th percentile,,Days,44.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Colorectal Cancer Surgery,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,CT Scan,50th percentile,,Days,9.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,CT Scan,90th percentile,,Days,91.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,CT Scan,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Hip Replacement,% meeting benchmark,,Proportion,75.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Hip Replacement,50th percentile,,Days,99.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Hip Replacement,90th percentile,,Days,319.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Hip Replacement,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Knee Replacement,% meeting benchmark,,Proportion,73.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Knee Replacement,50th percentile,,Days,103.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Knee Replacement,90th percentile,,Days,351.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Knee Replacement,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Lung Cancer Surgery,50th percentile,,Days,22.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Lung Cancer Surgery,90th percentile,,Days,46.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Lung Cancer Surgery,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,MRI Scan,50th percentile,,Days,35.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,MRI Scan,90th percentile,,Days,153.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,MRI Scan,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Prostate Cancer Surgery,50th percentile,,Days,47.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Prostate Cancer Surgery,90th percentile,,Days,125.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Prostate Cancer Surgery,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Radiation Therapy,% meeting benchmark,,Proportion,98.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Radiation Therapy,50th percentile,,Days,10.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Radiation Therapy,90th percentile,,Days,18.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Radiation Therapy,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Bladder Cancer Surgery,50th percentile,,Days,21.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Bladder Cancer Surgery,90th percentile,,Days,57.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Bladder Cancer Surgery,Volume,,Number of cases,38.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Breast Cancer Surgery,50th percentile,,Days,17.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Breast Cancer Surgery,90th percentile,,Days,49.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Breast Cancer Surgery,Volume,,Number of cases,53.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,CABG,50th percentile,,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,CABG,90th percentile,,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,CABG,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Cataract Surgery,% meeting benchmark,,Proportion,29.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Cataract Surgery,50th percentile,,Days,221.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Cataract Surgery,90th percentile,,Days,566.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Cataract Surgery,Volume,,Number of cases,529.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Colorectal Cancer Surgery,50th percentile,,Days,15.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Colorectal Cancer Surgery,90th percentile,,Days,46.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Colorectal Cancer Surgery,Volume,,Number of cases,33.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,CT Scan,50th percentile,,Days,24.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,CT Scan,90th percentile,,Days,141.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,CT Scan,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Hip Fracture Repair/Emergency and Inpatient,% meeting benchmark,,Proportion,90.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Hip Fracture Repair/Emergency and Inpatient,50th percentile,,Hours,11.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Hip Fracture Repair/Emergency and Inpatient,90th percentile,,Hours,50.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Hip Fracture Repair/Emergency and Inpatient,Volume,,Number of cases,86.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Hip Replacement,% meeting benchmark,,Proportion,45.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Hip Replacement,50th percentile,,Days,202.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Hip Replacement,90th percentile,,Days,601.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Hip Replacement,Volume,,Number of cases,110.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Knee Replacement,% meeting benchmark,,Proportion,33.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Knee Replacement,50th percentile,,Days,265.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Knee Replacement,90th percentile,,Days,606.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Knee Replacement,Volume,,Number of cases,163.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Lung Cancer Surgery,50th percentile,,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Lung Cancer Surgery,90th percentile,,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Lung Cancer Surgery,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,MRI Scan,50th percentile,,Days,40.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,MRI Scan,90th percentile,,Days,247.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,MRI Scan,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Prostate Cancer Surgery,50th percentile,,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Prostate Cancer Surgery,90th percentile,,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Prostate Cancer Surgery,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Radiation Therapy,% meeting benchmark,,Proportion,98.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Radiation Therapy,50th percentile,,Days,12.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Radiation Therapy,90th percentile,,Days,21.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Radiation Therapy,Volume,,Number of cases,269.0,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Bladder Cancer Surgery,50th percentile,,Days,29.0,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Bladder Cancer Surgery,90th percentile,,Days,63.0,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Bladder Cancer Surgery,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Breast Cancer Surgery,50th percentile,,Days,24.0,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Breast Cancer Surgery,90th percentile,,Days,51.0,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Breast Cancer Surgery,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,CABG,50th percentile,,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,CABG,90th percentile,,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,CABG,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Cataract Surgery,% meeting benchmark,,Proportion,69.0,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Cataract Surgery,50th percentile,,Days,63.0,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Cataract Surgery,90th percentile,,Days,231.0,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Cataract Surgery,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
